field,raw,count,auto_matched,score,canonical,review,evidence
Relator Nome Profissional,ALBUQUERQUE BETTENCOURT,18,1,1.00,ALBUQUERQUE BETTENCOURT,0,fuzzy:1.00 dates:1974-1975~1974-1975
Relator Nome Profissional,COUTO MENDONÇA,18,1,1.00,COUTO MENDONÇA,0,fuzzy:1.00 dates:1992-1998~1992-1998
Relator Nome Profissional,Jorge Dias,18,1,1.00,JORGE DIAS,0,fuzzy:1.00 dates:2020-2020~2019-2023
Relator Nome Profissional,Maria João Vaz Tomé,18,1,1.00,MARIA JOÃO VAZ TOMÉ,0,fuzzy:1.00 dates:2020-2020~2018-2025
Relator Nome Profissional,ADELINA BARRADAS OLIVEIRA,17,1,1.00,ADELINA BARRADAS DE OLIVEIRA,0,fuzzy:1.00 dates:2025-2026~2025-2026
Relator Nome Profissional,António Clemente Lima,17,1,1.00,ANTÓNIO CLEMENTE LIMA,0,fuzzy:1.00 dates:2020-2020~2018-2021
Relator Nome Profissional,António Magalhães,17,1,1.00,ANTÓNIO MAGALHÃES,0,fuzzy:1.00 dates:2020-2020~2019-2026
Relator Nome Profissional,Ilídio Sacarrão Martins,17,1,1.00,ILÍDIO SACARRÃO MARTINS,0,fuzzy:1.00 dates:2020-2020~2018-2021
Relator Nome Profissional,MENDES CARVALHÃO,17,1,1.00,MENDES CARVALHÃO,0,fuzzy:1.00 dates:1989-1989~1989-1989
Relator Nome Profissional,Paulo Ferreira da Cunha,17,1,1.00,PAULO FERREIRA DA CUNHA,0,fuzzy:1.00 dates:2020-2020~2019-2023
Relator Nome Profissional,BELARMINO CERQUEIRA,16,1,1.00,BELARMINO CERQUEIRA,0,fuzzy:1.00 dates:1984-1985~1984-1985
Relator Nome Profissional,FOLQUE GOUVEIA,16,1,1.00,FOLQUE GOUVEIA,0,fuzzy:1.00 dates:1992-1994~1992-1994
Relator Nome Profissional,JÚLIO PEREIRA,16,1,1.00,JÚLIO PEREIRA,0,fuzzy:1.00 dates:2018-2019~2018-2020
Relator Nome Profissional,LUIS FONSECA,16,1,1.00,LUÍS FONSECA,0,fuzzy:1.00 dates:2000-2004~1999-2005
Relator Nome Profissional,Pinto de Almeida,16,1,1.00,PINTO DE ALMEIDA,0,fuzzy:1.00 dates:2020-2020~2014-2022
Relator Nome Profissional,Raimundo Queirós,16,1,1.00,RAIMUNDO QUEIRÓS,0,fuzzy:1.00 dates:2020-2020~2019-2020
Relator Nome Profissional,AMÉLIA ALVES RIBEIRO,15,1,1.00,AMÉLIA ALVES RIBEIRO,0,fuzzy:1.00 dates:2023-2025~2021-2025
Relator Nome Profissional,Acácio das Neves,15,1,0.94,ACÁCIO DAS NEVEZ,1,fuzzy:0.94 dates:2020-2020~2018-2021 SURNAME?
Relator Nome Profissional,Bernardo Domingos,15,1,1.00,BERNARDO DOMINGOS,0,fuzzy:1.00 dates:2020-2020~2018-2021
Relator Nome Profissional,JOSÉ FETEIRA,15,1,1.00,JOSÉ FETEIRA,0,fuzzy:1.00 dates:2020-2021~2020-2021
Relator Nome Profissional,LEOPOLDO SOARES,15,1,1.00,LEOPOLDO SOARES,0,fuzzy:1.00 dates:2025-2026~2025-2026
Relator Nome Profissional,Assunção Raimundo,14,1,1.00,ASSUNÇÃO RAIMUNDO,0,fuzzy:1.00 dates:2020-2020~2019-2020
Relator Nome Profissional,CASTANHEIRA DA COSTA,14,1,1.00,CASTANHEIRA COSTA,0,fuzzy:1.00 dates:1993-1994~1993-1994
Relator Nome Profissional,DIAS GARCIA,14,1,1.00,DIAS GARCIA,0,fuzzy:1.00 dates:1979-1985~1979-1985
Relator Nome Profissional,Júlio Gomes,14,1,1.00,JÚLIO GOMES,0,fuzzy:1.00 dates:2020-2020~2015-2026
Relator Nome Profissional,MARIA JOSÉ MOURO,14,1,1.00,MARIA JOSÉ MOURO,0,fuzzy:1.00 dates:2023-2023~2023-2023
Relator Nome Profissional,MOREIRA DA FONSECA,14,1,1.00,MOREIRA DA FONSECA,0,fuzzy:1.00 dates:1979-1990~1979-1990
Relator Nome Profissional,Nuno Gomes da Silva,14,1,1.00,NUNO GOMES DA SILVA,0,fuzzy:1.00 dates:2020-2020~2015-2020
Relator Nome Profissional,SA COIMBRA,14,1,1.00,SÁ COIMBRA,0,fuzzy:1.00 dates:1986-1986~1986-1986
Relator Nome Profissional,ÓSCAR CATROLA,14,1,1.00,ÓSCAR CATROLA,0,fuzzy:1.00 dates:2000-2001~2000-2001
Relator Nome Profissional,ABILIO VASCONCELOS,13,1,1.00,Abílio Vasconcelos,0,fuzzy:1.00 dates:1997-2010~1996-2012
Relator Nome Profissional,ANTÓNIO DA SILVA GONÇALVES,13,1,1.00,ANTÓNIO DA SILVA GONÇALVES,0,fuzzy:1.00 dates:2014-2017~2014-2017
Relator Nome Profissional,Abrantes Geraldes,13,1,1.00,ABRANTES GERALDES,0,fuzzy:1.00 dates:2020-2020~2012-2022
Relator Nome Profissional,BARRETO NUNES,13,1,1.00,BARRETO NUNES,0,fuzzy:1.00 dates:2010-2010~2010-2010
Relator Nome Profissional,Fernando Samões,13,1,1.00,FERNANDO SAMÕES,0,fuzzy:1.00 dates:2020-2020~2019-2022
Relator Nome Profissional,LUIS GARCIA,13,1,1.00,LUIS GARCIA,0,fuzzy:1.00 dates:1984-1985~1984-1985
Relator Nome Profissional,MOTA MIRANDA,13,1,1.00,MOTA MIRANDA,0,fuzzy:1.00 dates:2006-2008~2006-2008
Relator Nome Profissional,PIRES ROBALO,13,1,1.00,PIRES ROBALO,0,fuzzy:1.00 dates:2025-2025~2025-2025
Relator Nome Profissional,Pedro de Lima Gonçalves,13,1,1.00,PEDRO DE LIMA GONÇALVES,0,fuzzy:1.00 dates:2020-2020~2017-2025
Relator Nome Profissional,TERESA ALBUQUERQUE,13,1,1.00,TERESA ALBUQUERQUE,0,fuzzy:1.00 dates:2024-2025~2024-2025
Relator Nome Profissional,Teresa Féria,13,1,1.00,TERESA FÉRIA,0,fuzzy:1.00 dates:2020-2020~2020-2024
Relator Nome Profissional,ANTÓNIO DOMINGOS PIRES ROBALO,12,1,0.94,ANTÓNIO DOIMNGOS PIRES ROBALO,0,fuzzy:0.94 dates:2025-2026~2025-2026
Relator Nome Profissional,BARATA FIGUEIRA,12,1,1.00,BARATA FIGUEIRA,0,fuzzy:1.00 dates:1999-2001~1999-2001
Relator Nome Profissional,CARLOS ALMEIDA,12,1,1.00,CARLOS ALMEIDA,0,fuzzy:1.00 dates:2017-2019~2017-2020
Relator Nome Profissional,DINIS ROLDÃO,12,1,1.00,DINIS ROLDÃO,0,fuzzy:1.00 dates:2001-2003~2001-2003
Relator Nome Profissional,GONÇALO SILVANO,12,1,1.00,GONÇALO SILVANO,0,fuzzy:1.00 dates:2010-2010~2010-2010
Relator Nome Profissional,JOÃO GUERRA,12,1,1.00,JOÃO GUERRA,0,fuzzy:1.00 dates:2021-2021~2021-2021
Relator Nome Profissional,José Rainho,12,1,1.00,JOSÉ RAINHO,0,fuzzy:1.00 dates:2020-2020~2015-2023
Relator Nome Profissional,NUNES RIBEIRO,12,1,1.00,NUNES RIBEIRO,0,fuzzy:1.00 dates:2017-2017~2017-2017
Relator Nome Profissional,Olindo Geraldes,12,1,1.00,OLINDO GERALDES,0,fuzzy:1.00 dates:2020-2020~2016-2021
Relator Nome Profissional,SOUSA PINTO,12,1,1.00,SOUSA PINTO,0,fuzzy:1.00 dates:2023-2023~2023-2023
Relator Nome Profissional,ANA PARAMÉS,11,1,1.00,ANA PARAMÉS,0,fuzzy:1.00 dates:2025-2025~2025-2025
Relator Nome Profissional,ANTERO LUIS,11,1,1.00,ANTERO LUIS,0,fuzzy:1.00 dates:2024-2025~2024-2026
Relator Nome Profissional,ANTUNES GRANCHO,11,1,1.00,ANTUNES GRANCHO,0,fuzzy:1.00 dates:2001-2003~2001-2003
Relator Nome Profissional,Ana Paula Boularot,11,1,1.00,ANA PAULA BOULAROT,0,fuzzy:1.00 dates:2020-2020~2012-2022
Relator Nome Profissional,FRANCISCO MARCOLINO,11,1,1.00,FRANCISCO MARCOLINO,0,fuzzy:1.00 dates:2022-2022~2022-2022
Relator Nome Profissional,Gabriel Catarino,11,1,1.00,GABRIEL CATARINO,0,fuzzy:1.00 dates:2020-2020~2011-2021
Relator Nome Profissional,MARQUES PEREIRA,11,1,1.00,MARQUES PEREIRA,0,fuzzy:1.00 dates:2011-2013~2011-2013
Relator Nome Profissional,Rosa Ribeiro Coelho,11,1,1.00,ROSA RIBEIRO COELHO,0,fuzzy:1.00 dates:2020-2020~2017-2020
Relator Nome Profissional,Tomé Gomes,11,1,1.00,TOMÉ GOMES,0,fuzzy:1.00 dates:2020-2020~2015-2022
Relator Nome Profissional,ALMEIDA BORGES,10,1,1.00,ALMEIDA BORGES,0,fuzzy:1.00 dates:1974-1980~1974-1980
Relator Nome Profissional,Graça Amaral,10,1,1.00,GRAÇA AMARAL,0,fuzzy:1.00 dates:2020-2020~2017-2026
Relator Nome Profissional,ILIDIO SACARRÃO MARTINS,10,1,1.00,ILÍDIO SACARRÃO MARTINS,0,fuzzy:1.00 dates:2018-2021~2018-2021
Relator Nome Profissional,Paula Sá Fernandes,10,1,1.00,PAULA SÁ FERNANDES,0,fuzzy:1.00 dates:2020-2020~2019-2022
Relator Nome Profissional,Pires da Graça,10,1,1.00,PIRES DA GRAÇA,0,fuzzy:1.00 dates:2020-2020~2007-2020
Relator Nome Profissional,ASSUNÇÃO RAIMUNDO,9,1,1.00,ASSUNÇÃO RAIMUNDO,0,fuzzy:1.00 dates:2019-2020~2019-2020
Relator Nome Profissional,CRISTINA SOARES,9,1,1.00,CRISTINA SOARES,0,fuzzy:1.00 dates:2026-2026~2026-2026
Relator Nome Profissional,FREITAS NETO,9,1,1.00,FREITAS NETO,0,fuzzy:1.00 dates:2022-2022~2022-2022
Relator Nome Profissional,J. SANTOS CARVALHO,9,1,1.00,J. SANTOS CARVALHO,0,fuzzy:1.00 dates:1969-1973~1966-2013
Relator Nome Profissional,NUNO PINTO DE OLIVEIRA,9,1,1.00,NUNO PINTO DE OLIVEIRA,0,fuzzy:1.00 dates:2019-2025~2019-2026
Relator Nome Profissional,VITOR MESQUITA,9,1,1.00,VÍTOR MESQUITA,0,fuzzy:1.00 dates:2001-2002~2000-2005
Relator Nome Profissional,ABILIO VALVERDE,8,1,1.00,ABÍLIO VALVERDE,0,fuzzy:1.00 dates:1988-1990~1988-1990
Relator Nome Profissional,Carlos Almeida,8,1,1.00,CARLOS ALMEIDA,0,fuzzy:1.00 dates:2020-2020~2017-2020
Relator Nome Profissional,DIAS BRAVO,8,1,1.00,DIAS BRAVO,0,fuzzy:1.00 dates:2000-2003~2000-2003
Relator Nome Profissional,FERNANDES DE MAGALHÃES,8,1,1.00,FERNANDES MAGALHÃES,0,fuzzy:1.00 dates:1995-2005~1992-2022
Relator Nome Profissional,SIMÕES DE CARVALHO,8,1,1.00,SIMÕES DE CARVALHO,0,fuzzy:1.00 dates:1964-1964~1964-1964
Relator Nome Profissional,ALBERTO TOSCANO,7,1,1.00,ALBERTO TOSCANO,0,fuzzy:1.00 dates:1964-1966~1964-1966
Relator Nome Profissional,ALVES CARDOSO,7,1,1.00,ALVES CARDOSO,0,fuzzy:1.00 dates:1993-2008~1993-2008
Relator Nome Profissional,CRUZ VASCONCELOS,7,1,1.00,CRUZ VASCONCELOS,0,fuzzy:1.00 dates:1989-1989~1989-1989
Relator Nome Profissional,Conceição Gomes,7,1,1.00,CONCEIÇÃO GOMES,0,fuzzy:1.00 dates:2020-2020~2018-2023
Relator Nome Profissional,Ferreira Lopes,7,1,1.00,FERREIRA LOPES,0,fuzzy:1.00 dates:2020-2020~2020-2026
Relator Nome Profissional,Isabel São Marcos,7,1,1.00,ISABEL SÃO MARCOS,0,fuzzy:1.00 dates:2020-2020~2013-2021
Relator Nome Profissional,JOSE MONTENEGRO,7,1,1.00,JOSÉ MONTENEGRO,0,fuzzy:1.00 dates:1975-1989~1975-1989
Relator Nome Profissional,LUÍS ESPIRITO SANTO,7,1,1.00,LUÍS ESPÍRITO SANTO,0,fuzzy:1.00 dates:2026-2026~2021-2026
Relator Nome Profissional,PEDRO LIMA GONÇALVES,7,1,1.00,PEDRO DE LIMA GONÇALVES,0,fuzzy:1.00 dates:2019-2023~2017-2025
Relator Nome Profissional,VICTOR MESQUITA,7,1,0.93,VÍTOR MESQUITA,0,fuzzy:0.93 dates:2000-2002~2000-2005
Relator Nome Profissional,ANA LUISA GERALDES,6,1,1.00,ANA LUÍSA GERALDES,0,fuzzy:1.00 dates:2015-2017~2015-2017
Relator Nome Profissional,ANTONIO DE MATOS,6,1,1.00,ANTÓNIO DE MATOS,0,fuzzy:1.00 dates:1989-1990~1989-1990
Relator Nome Profissional,ANTÓNIO COLAÇO,6,1,1.00,ANTÓNIO COLAÇO,0,fuzzy:1.00 dates:2007-2008~2007-2008
Relator Nome Profissional,ARMANDO BASTOS,6,1,1.00,ARMANDO BASTOS,0,fuzzy:1.00 dates:1989-1990~1989-1990
Relator Nome Profissional,CRUZ ALVURA,6,1,1.00,CRUZ ALVURA,0,fuzzy:1.00 dates:1946-1954~1946-1954
Relator Nome Profissional,CUNHA FERREIRA,6,1,1.00,CUNHA FERREIRA,0,fuzzy:1.00 dates:1968-1969~1968-1969
Relator Nome Profissional,CÉSAR MARQUES,6,1,1.00,CÉSAR MARQUES,0,fuzzy:1.00 dates:1996-1997~1990-1998
Relator Nome Profissional,DINIS NUNES,6,1,0.91,DINIZ NUNES,0,fuzzy:0.91 dates:1997-2002~1997-2002
Relator Nome Profissional,EDUARDA BRANQUINHO,6,1,1.00,EDUARDA BRANQUINHO,0,fuzzy:1.00 dates:2025-2026~2025-2026
Relator Nome Profissional,JOAQUIM DE FIGUEIREDO,6,1,1.00,JOAQUIM DE FIGUEIREDO,0,fuzzy:1.00 dates:1981-1988~1980-1990
Relator Nome Profissional,JULIO SANTOS,6,1,1.00,JÚLIO SANTOS,0,fuzzy:1.00 dates:1987-1988~1987-1988
Relator Nome Profissional,João Bernardo,6,1,1.00,JOÃO BERNARDO,0,fuzzy:1.00 dates:2020-2020~2005-2020
Relator Nome Profissional,RUI MAURÍCIO,6,1,1.00,RUI MAURÍCIO,0,fuzzy:1.00 dates:2007-2008~2007-2008
Relator Nome Profissional,ARAUJO DOS SANTOS,5,1,1.00,ARAÚJO DOS SANTOS,0,fuzzy:1.00 dates:1993-1995~1993-1995
Relator Nome Profissional,CAMPELO DE ANDRADE,5,1,1.00,CAMPELO DE ANDRADE,0,fuzzy:1.00 dates:1950-1954~1950-1954
Relator Nome Profissional,CORREIA DE LIMA,5,1,1.00,CORREIA DE LIMA,0,fuzzy:1.00 dates:1995-1996~1994-1996
Relator Nome Profissional,DOMINGOS GONÇALVES,5,1,1.00,DOMINGOS GONÇALVES,0,fuzzy:1.00 dates:1967-1989~1967-1989
Relator Nome Profissional,EMIDIO FRANCISCO SANTOS,5,1,1.00,EMIDIO FRANCISCO SANTOS,0,fuzzy:1.00 dates:2026-2026~2025-2026
Relator Nome Profissional,FATIMA GOMES,5,1,1.00,FATIMA GOMES,0,fuzzy:1.00 dates:2025-2026~2017-2026
Relator Nome Profissional,GREGÓRIO DA SILVA JESUS,5,1,1.00,GREGÓRIO SILVA JESUS,0,fuzzy:1.00 dates:2011-2015~2011-2015
Relator Nome Profissional,JOÃO DO VALE,5,1,1.00,JOÃO DO VALE,0,fuzzy:1.00 dates:1979-1989~1979-1989
Relator Nome Profissional,JOÃO MAGALHÃES,5,1,1.00,JOÃO MAGALHÃES,0,fuzzy:1.00 dates:1994-1995~1994-1995
Relator Nome Profissional,Júlio Pereira,5,1,1.00,JÚLIO PEREIRA,0,fuzzy:1.00 dates:2020-2020~2018-2020
Relator Nome Profissional,LACERDA TINOCO,5,1,1.00,LACERDA TINOCO,0,fuzzy:1.00 dates:1988-1989~1988-1989
Relator Nome Profissional,LAURA LEONARDO,5,1,1.00,LAURA LEONARDO,0,fuzzy:1.00 dates:2005-2005~2005-2005
Relator Nome Profissional,LEONES DANTAS,5,1,1.00,LEONES DANTAS,0,fuzzy:1.00 dates:2012-2017~2012-2017
Relator Nome Profissional,LUIS FRANQUEIRA,5,1,1.00,LUIS FRANQUEIRA,0,fuzzy:1.00 dates:1985-1986~1985-1986
Relator Nome Profissional,NORONHA DE NASCIMENTO,5,1,1.00,NORONHA DO NASCIMENTO,0,fuzzy:1.00 dates:1997-1999~1996-2006
Relator Nome Profissional,Paulo Sá,5,1,1.00,PAULO SÁ,0,fuzzy:1.00 dates:2020-2020~2006-2020
Relator Nome Profissional,ROBERTO MARTINS,5,1,1.00,ROBERTO MARTINS,0,fuzzy:1.00 dates:1949-1955~1949-1955
Relator Nome Profissional,Ricardo Costa,5,1,1.00,RICARDO COSTA,0,fuzzy:1.00 dates:2020-2020~2019-2026
Relator Nome Profissional,SEQUEIRA DE CARVALHO,5,1,1.00,SEQUEIRA DE CARVALHO,0,fuzzy:1.00 dates:1980-1980~1980-1980
Relator Nome Profissional,SILVA CANCELA,5,1,1.00,SILVA CANCELA,0,fuzzy:1.00 dates:1991-1994~1991-1994
Relator Nome Profissional,SOUSA SEQUEIRA,5,1,1.00,SOUSA SEQUEIRA,0,fuzzy:1.00 dates:1989-1991~1989-1991
Relator Nome Profissional,ADELINA BARRADAS DE OLIVEIRA,4,1,1.00,ADELINA BARRADAS DE OLIVEIRA,0,fuzzy:1.00 dates:2025-2025~2025-2026
Relator Nome Profissional,ANTÓNIO SILVA GONÇALVES,4,1,1.00,ANTÓNIO DA SILVA GONÇALVES,0,fuzzy:1.00 dates:2015-2017~2014-2017
Relator Nome Profissional,CHMABEL MOURISCO,4,1,0.94,CHAMABEL MOURISCO,0,fuzzy:0.94 dates:2020-2020~2017-2022
Relator Nome Profissional,EDUARDO BATISTA,4,1,0.94,EDUARDO BAPTISTA,0,fuzzy:0.94 dates:2000-2002~2000-2003
Relator Nome Profissional,ERNESTO CALEJO,4,1,1.00,ERNESTO CALEJO,0,fuzzy:1.00 dates:2017-2017~2017-2024
Relator Nome Profissional,FERNANDO FROÍS,4,1,1.00,FERNANDO FRÓIS,0,fuzzy:1.00 dates:2009-2010~2008-2010
Relator Nome Profissional,GUSMÃO DE MEDEIROS,4,1,1.00,GUSMÃO DE MEDEIROS,0,fuzzy:1.00 dates:1994-1995~1994-1995
Relator Nome Profissional,JOSÉ GIRÃO,4,1,1.00,JOSÉ GIRÃO,0,fuzzy:1.00 dates:1996-2000~1996-2000
Relator Nome Profissional,JOSÉ RAÍNHO,4,1,1.00,JOSÉ RAINHO,0,fuzzy:1.00 dates:2015-2019~2015-2023
Relator Nome Profissional,JULIO PEREIRA,4,1,1.00,JÚLIO PEREIRA,0,fuzzy:1.00 dates:2018-2019~2018-2020
Relator Nome Profissional,José Feteira,4,1,1.00,JOSÉ FETEIRA,0,fuzzy:1.00 dates:2020-2020~2020-2021
Relator Nome Profissional,LEAL-HENRIQUES,4,1,1.00,LEAL-HENRIQUES,0,fuzzy:1.00 dates:2002-2003~1997-2003
Relator Nome Profissional,MAGALHÃES BARROS,4,1,1.00,MAGALHÃES BARROS,0,fuzzy:1.00 dates:1941-1950~1938-1950
Relator Nome Profissional,MARIA DO CARMO DA SILVA DIAS,4,1,1.00,MARIA DO CARMO DA SILVA DIAS,0,fuzzy:1.00 dates:2024-2024~2021-2024
Relator Nome Profissional,MIRANDA MONTEIRO,4,1,1.00,MIRANDA MONTEIRO,0,fuzzy:1.00 dates:1941-1944~1941-1944
Relator Nome Profissional,NÉLSON BORGES CARNEIRO,4,1,1.00,NELSON BORGES CARNEIRO,0,fuzzy:1.00 dates:2026-2026~2023-2026
Relator Nome Profissional,PAIVA VASCONCELOS,4,1,1.00,PAIVA VASCONCELOS,0,fuzzy:1.00 dates:1986-1986~1986-1986
Relator Nome Profissional,PIEDADE REBELO,4,1,1.00,PIEDADE REBELO,0,fuzzy:1.00 dates:1954-1958~1954-1958
Relator Nome Profissional,PONCES DE CARVALHO,4,1,1.00,PONCES DE CARVALHO,0,fuzzy:1.00 dates:1934-1936~1934-1936
Relator Nome Profissional,SANTOS VITOR,4,1,0.92,SANTOS VICTOR,0,fuzzy:0.92 dates:1979-1983~1977-1983 SURNAME? confirmed:ai-review
Relator Nome Profissional,VICTOR ROCHA,4,1,1.00,VICTOR ROCHA,0,fuzzy:1.00 dates:1995-1996~1995-1996
Relator Nome Profissional,VINICIO RIBEIRO,4,1,1.00,VINÍCIO RIBEIRO,0,fuzzy:1.00 dates:2018-2019~2017-2019
Relator Nome Profissional,VIRGILIO DE OLIVEIRA,4,1,1.00,VIRGÍLIO OLIVEIRA,0,fuzzy:1.00 dates:1996-1999~1985-2003
Relator Nome Profissional,ABREU COUTINHO,3,1,1.00,ABREU COUTINHO,0,fuzzy:1.00 dates:1949-1953~1949-1953
Relator Nome Profissional,ALFREDO GONÇALVES PEREIRA,3,1,1.00,ALFREDO GONÇALVES PEREIRA,0,fuzzy:1.00 dates:2007-2007~2007-2023
Relator Nome Profissional,ALMEIDA MOURA,3,1,1.00,ALMEIDA MOURA,0,fuzzy:1.00 dates:1970-1970~1970-1970
Relator Nome Profissional,ANA COSTA PARAMÉS,3,1,1.00,ANA COSTA PARAMÉS,0,fuzzy:1.00 dates:2025-2025~2025-2025
Relator Nome Profissional,AREZ,3,1,1.00,AREZ,0,fuzzy:1.00 dates:1933-1936~1933-1936
Relator Nome Profissional,ARMINDO LUÍS,3,1,1.00,ARMINDO LUÍS,0,fuzzy:1.00 dates:2002-2003~2002-2009
Relator Nome Profissional,ARTUR RIBEIRO,3,1,1.00,ARTUR RIBEIRO,0,fuzzy:1.00 dates:1948-1949~1948-1949
Relator Nome Profissional,AVELINO LEITE,3,1,1.00,AVELINO LEITE,0,fuzzy:1.00 dates:1938-1940~1938-1940
Relator Nome Profissional,BORGES PINHO,3,1,1.00,BORGES PINHO,0,fuzzy:1.00 dates:2001-2003~1998-2003
Relator Nome Profissional,CARDOSO ALBUQUERQUE,3,1,1.00,CARDOSO ALBUQUERQUE,0,fuzzy:1.00 dates:2008-2010~2008-2010
Relator Nome Profissional,CARLOS VALVERDE,3,1,1.00,CARLOS VALVERDE,0,fuzzy:1.00 dates:2011-2011~2011-2011
Relator Nome Profissional,CUSTODIO MONTES,3,1,1.00,CUSTÓDIO MONTES,0,fuzzy:1.00 dates:2004-2007~2004-2010
Relator Nome Profissional,DINIZ ALVES,3,1,0.91,DINIS ALVES,0,fuzzy:0.91 dates:1997-1999~1994-2003
Relator Nome Profissional,DINIZ ROLDÃO,3,1,0.92,DINIS ROLDÃO,0,fuzzy:0.92 dates:2002-2003~2001-2003
Relator Nome Profissional,EDUARDO COIMBRA,3,1,1.00,EDUARDO COIMBRA,0,fuzzy:1.00 dates:1958-1963~1958-1963
Relator Nome Profissional,EMÍDIO FRANCISCO SANTOS,3,1,1.00,EMIDIO FRANCISCO SANTOS,0,fuzzy:1.00 dates:2025-2026~2025-2026
Relator Nome Profissional,FERANDO BAPTISTA,3,1,0.94,FERNANDO BAPTISTA,0,fuzzy:0.94 dates:2022-2024~2021-2026
Relator Nome Profissional,FERNANDO MAGALHÃES,3,1,0.89,FERNANDES MAGALHÃES,0,fuzzy:0.89 dates:1994-1996~1992-2022
Relator Nome Profissional,HENRIQUE SIMÕES,3,1,0.94,HENRIQUES SIMÕES,0,fuzzy:0.94 dates:1980-1981~1980-1982
Relator Nome Profissional,HORTA E VALE,3,1,1.00,HORTA E VALE,0,fuzzy:1.00 dates:1954-1957~1954-1957
Relator Nome Profissional,JAIME TOMÉ,3,1,1.00,JAIME TOMÉ,0,fuzzy:1.00 dates:1952-1954~1952-1954
Relator Nome Profissional,JOSE CAEIRO,3,1,1.00,JOSÉ CAEIRO,0,fuzzy:1.00 dates:1987-1987~1987-1987
Relator Nome Profissional,JOSE DOMINGOS,3,1,0.89,JOSÉ DOMINGUES,1,fuzzy:0.89 dates:1988-1989~1987-2025 AMBIGUOUS ~JOSÉ DOMINGUES(0.89)
Relator Nome Profissional,JOSE PEREIRA,3,1,1.00,JOSÉ PEREIRA,0,fuzzy:1.00 dates:1982-1996~1982-1996
Relator Nome Profissional,LENCASTRE DA VEIGA,3,1,1.00,LENCASTRE DA VEIGA,0,fuzzy:1.00 dates:1953-1956~1952-1956
Relator Nome Profissional,MANUEL AUGUSTO MATOS,3,1,1.00,MANUEL AUGUSTO DE MATOS,0,fuzzy:1.00 dates:2016-2017~2015-2021
Relator Nome Profissional,MARIA HELENA FAZENDA,3,1,1.00,MARIA HELENA FAZENDA,0,fuzzy:1.00 dates:2021-2022~2021-2022
Relator Nome Profissional,MIGUEL CRESPO,3,1,1.00,MIGUEL CRESPO,0,fuzzy:1.00 dates:1943-1945~1943-1945
Relator Nome Profissional,NUNO ATÍDE DAS NEVES,3,1,0.95,NUNO ATAÍDE DAS NEVES,0,fuzzy:0.95 dates:2023-2023~2022-2024
Relator Nome Profissional,OLIVEIRA DE CARVALHO,3,1,1.00,OLIVEIRA CARVALHO,0,fuzzy:1.00 dates:1978-1979~1973-1980
Relator Nome Profissional,PAULO SA,3,1,1.00,PAULO SÁ,0,fuzzy:1.00 dates:2006-2011~2006-2020
Relator Nome Profissional,REINO PIRES,3,1,1.00,REINO PIRES,0,fuzzy:1.00 dates:2007-2007~2007-2007
Relator Nome Profissional,ROSEIRA DE FIGUEIREDO,3,1,1.00,ROSEIRA DE FIGUEIREDO,0,fuzzy:1.00 dates:1981-1988~1981-1988
Relator Nome Profissional,Rijo Ferreira,3,1,1.00,RIJO FERREIRA,0,fuzzy:1.00 dates:2020-2020~2020-2023
Relator Nome Profissional,SEQUEIRA CARVALHO,3,1,1.00,SEQUEIRA DE CARVALHO,0,fuzzy:1.00 dates:1980-1980~1980-1980
Relator Nome Profissional,SILVA MONTEIRO,3,1,1.00,SILVA MONTEIRO,0,fuzzy:1.00 dates:1932-1935~1932-1935
Relator Nome Profissional,SIMASSANTOS,3,1,0.92,SIMAS SANTOS,0,fuzzy:0.92 dates:2000-2007~1999-2009 SURNAME? confirmed:ai-review
Relator Nome Profissional,TOVAR DE LEMOS,3,1,1.00,TOVAR DE LEMOS,0,fuzzy:1.00 dates:1964-1965~1964-1965
Relator Nome Profissional,TÁVORA VÍTOR,3,1,0.92,TÁVORA VICTOR,0,fuzzy:0.92 dates:2012-2015~2011-2018 SURNAME? confirmed:ai-review
Relator Nome Profissional,ACTAVIO GARCIA,2,1,0.93,OCTÁVIO GARCIA,0,fuzzy:0.93 dates:1980-1980~1977-1989
Relator Nome Profissional,ADOLFO COUTINHO,2,1,1.00,ADOLFO COUTINHO,0,fuzzy:1.00 dates:1940-1942~1940-1942
Relator Nome Profissional,AFONSO LIBERAL,2,1,1.00,AFONSO LIBERAL,0,fuzzy:1.00 dates:1982-1982~1982-1982
Relator Nome Profissional,AGOSTINHO FONTES,2,1,1.00,AGOSTINHO FONTES,0,fuzzy:1.00 dates:1957-1960~1957-1960
Relator Nome Profissional,ALBERTO NOGUEIRA,2,1,1.00,ALBERTO NOGUEIRA,0,fuzzy:1.00 dates:1971-1972~1971-1972
Relator Nome Profissional,ALBUQUERQUE SOUSA,2,1,1.00,ALBUQUERQUE DE SOUSA,0,fuzzy:1.00 dates:1991-1991~1987-1992
Relator Nome Profissional,ANA PUALA LOBO,2,1,0.87,ANA PAULA LOBO,0,fuzzy:0.87 dates:2023-2024~2022-2026
Relator Nome Profissional,ARAÚJOS BARROS,2,1,0.93,ARAÚJO BARROS,0,fuzzy:0.93 dates:2004-2004~204-2006
Relator Nome Profissional,ARLINDO MARTINS,2,1,1.00,ARLINDO MARTINS,0,fuzzy:1.00 dates:1963-1963~1963-1963
